actual,predicted,error,brand,model,age
27990,22194.0,5795.65520668733,volkswagen,Volkswagen Golf,6
4000,5502.0,-1501.9213562238074,lancia,Lancia Delta,15
14999,22922.0,-7923.31903056454,mercedes-benz,Mercedes-Benz E 200,12
20000,19651.0,349.33242760485155,renault,Renault Kadjar,7
37900,50703.0,-12802.697656354532,ford,Ford Mustang,9
13990,13503.0,487.1901496690625,opel,Opel Crossland,5
5450,1080.0,4369.777398892791,seat,SEAT Mii,10
2900,-5027.0,7927.208406931779,ford,Ford Fiesta,20
35000,26130.0,8869.945022099055,citroen,Citroen Berlingo,2
15590,16623.0,-1033.1426843068548,ford,Ford Mondeo,8
2650,-2715.0,5364.829644737652,opel,Opel Astra,19
40990,44607.0,-3616.992478174965,jaguar,Jaguar F-Pace,5
16490,19001.0,-2510.8074471527216,mercedes-benz,Mercedes-Benz C 180,11
20990,23115.0,-2125.301334757969,kia,Kia Ceed / cee'd,2
18980,20073.0,-1093.0772618293777,seat,SEAT Leon,10
14490,13014.0,1476.1858209602287,hyundai,Hyundai i20,6
14000,15009.0,-1008.6495317755252,opel,Opel Adam,6
17990,15080.0,2910.1025656211987,opel,Opel Astra,11
10980,9574.0,1405.708416552512,fiat,Fiat 500,6
17490,15637.0,1852.7317561224663,mercedes-benz,Mercedes-Benz S 320,18
24000,34151.0,-10150.848071844783,audi,Audi A6,9
3499,7696.0,-4196.986282406768,peugeot,Peugeot 107,12
52788,49150.0,3637.910829239532,volvo,Volvo XC60,2
9470,10432.0,-961.5432533455896,skoda,Skoda Roomster,11
17895,20150.0,-2255.4674561425963,volkswagen,Volkswagen Golf Variant,7
17990,17344.0,646.0316946578678,bmw,BMW 525,10
16870,19929.0,-3058.6199448867046,audi,Audi A3,10
34900,33507.0,1392.5892492072308,audi,Audi A3,3
9998,8560.0,1437.7848626889208,seat,SEAT Ibiza,7
9999,14856.0,-4856.684835132257,bmw,BMW X3,16
16950,21042.0,-4092.117927346,opel,Opel Astra,5
10990,11108.0,-118.47577283380087,opel,Opel Insignia,11
16280,19898.0,-3618.1305744398123,mini,MINI Cooper S Countryman,8
3000,-2757.0,5756.804730401982,volkswagen,Volkswagen Touran,21
31500,37427.0,-5927.125948706685,volkswagen,Volkswagen Tiguan,3
45000,36860.0,8139.708174108542,mercedes-benz,Mercedes-Benz S 350,11
38850,40456.0,-1606.104543417685,land-rover,Land Rover Range Rover Evoque,4
14980,16890.0,-1910.143120970919,opel,Opel Astra,6
